pollutant,revoked_naaqs,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1992,pw_1993,pw_1994,pw_1995,pw_1996,pw_1997,pw_1998,pw_1999,pw_2000,pw_2001,pw_2002,pw_2003,pw_2004,pw_2005,pw_2006,pw_2007,pw_2008,pw_2009,pw_2010,pw_2011,pw_2012,pw_2013,pw_2014,pw_2015,pw_2016,pw_2017,pw_2018,pw_2019,pw_2020,pw_2021,pw_2022,exportdt
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,57,Nevada Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,57,Nevada Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,57,Nevada Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,59,Orange Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,59,Orange Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,59,Orange Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,59,Orange Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,59,Orange Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
Nitrogen Dioxide (1971),,CALIFORNIA,CA,6,59,Orange Co,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,CALIFORNIA,CA,6,59,Orange Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,CALIFORNIA,CA,6,59,Orange Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,59,Orange Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
PM-2.5 (2012),,CALIFORNIA,CA,6,59,Orange Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,61,Placer Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,61,Placer Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,61,Placer Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,61,Placer Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,61,Placer Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,61,Placer Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
PM-2.5 (2012),,CALIFORNIA,CA,6,63,Plumas Co,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,65,Riverside Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,65,Riverside Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,65,Riverside Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,65,Riverside Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,65,Riverside Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,2022/4/30
Nitrogen Dioxide (1971),,CALIFORNIA,CA,6,65,Riverside Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,CALIFORNIA,CA,6,65,Riverside Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
PM-2.5 (1997),,CALIFORNIA,CA,6,65,Riverside Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,65,Riverside Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
PM-2.5 (2012),,CALIFORNIA,CA,6,65,Riverside Co,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,67,Sacramento Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,67,Sacramento Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,67,Sacramento Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,67,Sacramento Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,67,Sacramento Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,CALIFORNIA,CA,6,67,Sacramento Co,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,67,Sacramento Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,69,San Benito Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,71,San Bernardino Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,71,San Bernardino Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,71,San Bernardino Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,71,San Bernardino Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,71,San Bernardino Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,2022/4/30
Nitrogen Dioxide (1971),,CALIFORNIA,CA,6,71,San Bernardino Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,CALIFORNIA,CA,6,71,San Bernardino Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
PM-2.5 (1997),,CALIFORNIA,CA,6,71,San Bernardino Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,71,San Bernardino Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
PM-2.5 (2012),,CALIFORNIA,CA,6,71,San Bernardino Co,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,73,San Diego Co,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,73,San Diego Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,73,San Diego Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,73,San Diego Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,73,San Diego Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,75,San Francisco Co,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,75,San Francisco Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,75,San Francisco Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,75,San Francisco Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,75,San Francisco Co,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,75,San Francisco Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,77,San Joaquin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,77,San Joaquin Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,77,San Joaquin Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,77,San Joaquin Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,77,San Joaquin Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,CALIFORNIA,CA,6,77,San Joaquin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,CALIFORNIA,CA,6,77,San Joaquin Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,77,San Joaquin Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
PM-2.5 (2012),,CALIFORNIA,CA,6,77,San Joaquin Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,79,San Luis Obispo Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,79,San Luis Obispo Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,81,San Mateo Co,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,81,San Mateo Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,81,San Mateo Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,81,San Mateo Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,81,San Mateo Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,81,San Mateo Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,83,Santa Barbara Co,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,85,Santa Clara Co,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,85,Santa Clara Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,85,Santa Clara Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,85,Santa Clara Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,85,Santa Clara Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,85,Santa Clara Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,87,Santa Cruz Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,95,Solano Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,95,Solano Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,95,Solano Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,95,Solano Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,95,Solano Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,95,Solano Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,97,Sonoma Co,,,,,,,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,97,Sonoma Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,97,Sonoma Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,97,Sonoma Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,97,Sonoma Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,97,Sonoma Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,99,Stanislaus Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,99,Stanislaus Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,99,Stanislaus Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,99,Stanislaus Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,99,Stanislaus Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,CALIFORNIA,CA,6,99,Stanislaus Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,CALIFORNIA,CA,6,99,Stanislaus Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,99,Stanislaus Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
PM-2.5 (2012),,CALIFORNIA,CA,6,99,Stanislaus Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,101,Sutter Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,101,Sutter Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,101,Sutter Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,101,Sutter Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,101,Sutter Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,103,Tehama Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,103,Tehama Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,107,Tulare Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,107,Tulare Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,107,Tulare Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,107,Tulare Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-10 (1987),,CALIFORNIA,CA,6,107,Tulare Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,CALIFORNIA,CA,6,107,Tulare Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,107,Tulare Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
PM-2.5 (2012),,CALIFORNIA,CA,6,107,Tulare Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,109,Tuolumne Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,109,Tuolumne Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,111,Ventura Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,111,Ventura Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,111,Ventura Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,111,Ventura Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,113,Yolo Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,6,113,Yolo Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,CALIFORNIA,CA,6,113,Yolo Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,CALIFORNIA,CA,6,113,Yolo Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,CALIFORNIA,CA,6,113,Yolo Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,113,Yolo Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,6,115,Yuba Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,CALIFORNIA,CA,6,115,Yuba Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,COLORADO,CO,8,1,Adams Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,COLORADO,CO,8,1,Adams Co,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,COLORADO,CO,8,1,Adams Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,COLORADO,CO,8,1,Adams Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,COLORADO,CO,8,1,Adams Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,COLORADO,CO,8,1,Adams Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,COLORADO,CO,8,5,Arapahoe Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,COLORADO,CO,8,5,Arapahoe Co,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,COLORADO,CO,8,5,Arapahoe Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,COLORADO,CO,8,5,Arapahoe Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,COLORADO,CO,8,5,Arapahoe Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,COLORADO,CO,8,5,Arapahoe Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,COLORADO,CO,8,7,Archuleta Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,COLORADO,CO,8,13,Boulder Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,COLORADO,CO,8,13,Boulder Co,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,COLORADO,CO,8,13,Boulder Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,COLORADO,CO,8,13,Boulder Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,COLORADO,CO,8,13,Boulder Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,COLORADO,CO,8,13,Boulder Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,COLORADO,CO,8,14,Broomfield Co,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,COLORADO,CO,8,14,Broomfield Co,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,COLORADO,CO,8,14,Broomfield Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,COLORADO,CO,8,14,Broomfield Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,COLORADO,CO,8,14,Broomfield Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,COLORADO,CO,8,14,Broomfield Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
